appsname,review,rating
Samsung Health,"I really like the programmes on this app, but since the app updated today after I enabled it following a year or so of having it disabled, the Discover tab says ""No items"". Also, I would really appreciate having the option to switch off calorie tracking on ""Active time"" - this is not something that I personally want to see, and it does not put me in a healthy mindset. I also wish it was possible to turn off the step tracker - I just want to use the programmes and log my activities manually.",4
Samsung Health,"Where is ECG? So far I've been very happy with this app and my Galaxy Active2 (Tizen Ver. 5.5.0.1). But where, please, is the ECG possibility? Been waiting for it since last fall and now it's available - at least that's what one reads all over the internet. Any help and info would be very much appreciated. Thanks in advance",4
Samsung Health,"I was using this for motivation on my phone, you know to keep me consistent on my workouts, and it works. Helps me thrive to get my steps in, I got myself a fit bit to help out and it synchronizes real good to this app. I even got my husband into it, he even asked me to order him a fit bit so he can keep track of his activity and heart rate and all that using this app. Since using I lost 30 lbs!! Yup, it does help to keep track of what workouts you do and when you do them, even the heart rate.",5
Samsung Health,"Removing the weight management section has rendered this app almost useless now. I would make minor tweaks and adjustments to my diet based on my goals, losing fat/gaining muscle/more or less active one week to the next etc. This is now a headache to do. I'll move to another app after years of using this If using another brand of android phone it is awkward logging in. *I eventually skipped the step of logging in and removed my Samsung account from the list of sync options. Re-added & it worked",3
Samsung Health,I love this app. I dont use it's full potential. Mostly use the sleep tracking and weight. The O² reading is questionable and stress reading. Sometimes it takes several times to even try to get a reading. I use to track food and they were good when I did use them. They've eliminated alot of work out features. That was disappointing,5
Samsung Health,It was a very useful watch for weight management until they removed the calories burnt feature. Now I use it primarily as just a watch and am unlikely to purchase a new one when the time comes. I've also noticed that the auto Goodnight mode seems to have disappeared and I need to activate it manually every night.,2
Samsung Health,I had this on my last phone and it worked great. It won't even open on my new phone. Have tried uninstalling and installing it again but nothing. It says: Can't set up the app. This service is temporarily unavailable. Try again later. (0x07...). What am I missing? I've had this phone for months!,1
Samsung Health,"*UPDATED* NOW (FROM 29TH Sept) MY STEPS HAVE STOPPED SYNCING TO MY FITNESS PAL...?? Not sure about this latest app. I dont like the fact that the weight status showing if you are under, in, or above target calorie range for the day has disappeared (think it was called weight management?). I have successfully managed to reach and stay at my target weight since Feb 2019 using these feature to manage my calorie intake. Why has this feature been removed?",3
Samsung Health,"Nice app for 12 year olds or elderly people simply to count steps, but not the serious workout monitoring device. Constantly having workouts missing heart rate data , and there is no way to edit a workout if it continues to count 20 minutes after I've stopped running. Ameaturs or children only should use this device or app",1
Samsung Health,"Update: Samsung has not return any of the features that made it rise above the other apps. What kind of update is it if it makes it worse? Now, it offers additional programs which you have to pay for. It's just sad! When are you going to place weight management back into the app? I can use any app to track food but weight management set this app apart from the rest. Please return the weight management tool back to us.",2
Samsung Health,This app was great until you updated it. Why do developers do that all the time? You took a GREAT app and ruined it. The numbers are also WAY too small on the widget now. How can I go back to the good version? And please stop updating something that doesn't need fixed! I've been using this app since,1
Samsung Health,Issues since last updates. Not sure if it's the galaxy wear update or Samsung health. Love watch but lately having issues with workouts where it keeps pausing. Like riding bike and watch keeps pausing workout. Very annoying. Otherwise love the combination of watch and app. Please fix this issue!,3
Samsung Health,"I can only agree with the above comments. What have you done to this app? It was great before, we had total control over it. Now you've taken that away and its beyond disappointing. Anyone recommend another decent app that works with gear3",5
Samsung Health,Can't understand how can Samsung justify showing ads in the application required to fully utilise paid for hardware. I was on the market for a new watch and that was the final straw which pushed me away from having another Samsung Wearable. What's next? Ads on the watchface every few minutes?,2
Samsung Health,"I've been using a galaxy watch active until it broke recently, and I have been v happy with it. So I went and purchased a new active 2 and little did I know they decided to remove the calorie counter on the Samsung Health app. Like. It's baffling to me. HOW. DO. YOU. NOT. KNOW. THAT A HUGE PORTION OF YOUR USERS BUY THE WATCH JUST FOR THAT?! Now I regret having purchased a new galaxy watch active 2. Should've gone with my gut and went for Fitbit instead.",1
Samsung Health,"Works great, and it ain't Google. Just waiting for Microsoft to come out with their version, or Garmin if I switch watches. Some of the odds and ends features have been dropped, which is discouraging, but it makes sense if not many people were using them. I surely wasn't. Good app if your in the Samsung ecosystem.",5
Samsung Health,.I'm using Galaxy watch active 2. The application is working quite good but the heart rate monitor cannot be used to monitor the heart rate continuously and get the data every minute in a period of time. It is very important for accessing the data of someone's heart rate in every minute to be used as..,2
Samsung Health,This app does okay. It has some problems that if they fixed it would get it a higher rating. some of the settings get recorded automatically and you're not able to edit them manually. For example it records what it thinks is your sleep patterns but it won't let you edit them manually.,5
Samsung Health,"My favourite function of this app was the weight management and this latest update has taken that away. From all the other reviews since the update, I can see I am not alone in the frustration. Just bring back that function please. Edit: So it's now mid October and I take it the weight management won't be coming back, which now makes this app pointless",1
Samsung Health,Was super easy to set up on phone and for my Galaxy Active watch but I am trying to connect with my work's Wellness app so steps sync for a challenge and the app doesn't show up under Data and Permissions. Already connected to MyFitnessPal but does that sync real time or only at certain times during.,4
Samsung Health,"A little inconsistent. As good as any other app for tracking steps and most workouts. Takes a long time to load workouts since the last update. And they seem to keep taking away the good features at each update, and adding a few things here and there but nothing really useful.",3
Samsung Health,"I just upgraded to a new phone (not the latest model but newer than what I had!) and I can't even get the Samsung Health widget to function. I loved using it and want it, but it never gets me past the permissions screen no matter how many times I click to accept the terms. What am I doing wrong?",1
Samsung Health,"Totally sucks now! Was better. Cannot even check my pulse with the phone anymore,, no more stress reader, no more pulse ox. Not really of much use unless you want a place to log bp or below the step counter will have me at a hundred steps for turning off the wake up alarm. They want me to call them, for what? Old review: There used to be a separate pulse oximeter but that seems to have disappeared. Too bad, sometimes the stress reader won't pick mine up now there is no way to do it separately.",1
Samsung Health,"As Nikola said in her post , I add to it ....give an option to choose between this week sessions and as before each individual day session . I go for a long walk over 30 minutes for example. and it comes up ""active time: and shows nothing for "" all exercises"" as it did before with map of my course etc. but that's what updates do. the dude sitting in the chair who does not even know how the program works comes up with something brilliant that doesn't apply to anyone",3
Samsung Health,"Waited over a month for a new update hoping you would bring back the ""Weight Management"" feature but NOPE, still not there!! Step counter is WAY off and can no longer auto sync workouts. Which is pointless anyways seems how calories burned during workouts and steps reflected on the Weight Management feature. I used that to keep track of pushing myself harder and keeping motivated. PLEASE BRING BACK WEIGHT MANAGEMENT FEATURE AND FIX THE STEP COUNTER!!!",1
Samsung Health,I have used Samsung health and my fitness pal together for years. All of sudden no more steps are being tracked between apps. Contacted my fitness pal since the samsung health app was tracking my steps. My fitness pal said they have contacted samsung health and asked me to contact Samsung health with my issue. I have found it to be almost impossible to contact them to notify of this issue with tracking between apps. So I leave my issue here to hopefully be addressed.,3
Samsung Health,"Removing the weight management section has rendered this app almost useless now. I would make minor tweaks and adjustments to my diet based on my goals, losing fat/gaining muscle/more or less active one week to the next etc. This is now a headache to do. I'll move to another app after years of using",2
Samsung Health,I love this app. I dont use it's full potential. Mostly use the sleep tracking and weight. The O² reading is questionable and stress reading. Sometimes it takes several times to even try to get a reading. I use to track food and they were good when I did use them. They've eliminated alot of work out features. That was disappointing.,5
Samsung Health,"Calorie counter? The whole reason I downloaded this app is to count my calorie intake and caliries burned throughout the day. It doesn't do that anymore. I hate when updates change the very features I enjoy. Please bring back the calorie counter tab the way it was before. Until a new update fixes this issue, I'll have to use another app. 10/04/20, Still no update to fix the issue. This app is completely useless to me without the calorie intake tracking throughout the day.",1
Samsung Health,"In the 'Together' tab when I click on 'Add' in the 'Friends' section, the app crashes immediately. I'm using Samsung Galaxy S8 with Android 9. Update: I did clear the cache earlier. I even reinstalled before posting the issue. I cleared cache again now but still it is crashing when I press on 'Add",3
Samsung Health,App is completely useless. Crashing when trying to sync with my galaxy watch. Tried clearing cache but that didn't work. Everything works fine if I turn Bluetooth off disconnecting my watch. Step data also not syncing to any connected third party. Useless and so annoying.,2
Samsung Health,No way to clear notifications from notification bar. Only way is to block notifications completely. So intrusive and annoying. Why can't I receive notifications that are clearable? Why is it all or nothing? Why can't Samsung make apps useful without being this way? That's why virtually every single ...,1
Samsung Health,"I swear to God this is the last Samsung product I will ever buy. Nearly a year and half after launch, not only there is no ECG update, but there bit even a sliver of information in when it will be available in my region. No information from official Samsung news outlets, Samsung Members",1
Samsung Health,"The app used to work fine before, but now when i cycle, the app doesn't count my distance travelled or track speed if the phone is locked. If its in my pocket, it automatically counts it as steps even though i have started ""cycling"" in activites. If i mount phone to my handlebar, it only tracks my cycling when the screen is on. As soon as the phone locks, it stops counting everything. Normal steps work fine as usual. Its just with the cycling that i experienced these issues Galaxy S8",3
Samsung Health,"Really great and amazing app overall. I constantly use this everyday for health and fitness. I use this to track my exercise cause I cycle everyday and I enjoy the comprehensive data i get from each activity. Thus, I bought gw3 to compliment and add more data because of the heart rate sensor",2
Samsung Health,"Used this for a couple of years now and couldn't fault the app until now. For some unknown reason despite counting my steps for the past two days, after midnight they have been wiped showing no record of usage whatsoever. Nearly 28k steps lost from my weekly average",3
Samsung Health,"Very Useful app for fitness as it gives many features of daily workout tracking. With help of this app, I improve my health and manage weight. I recommend this app to those who want to lose or maintain weight and live healthy life.",5
Samsung Health,Its a great app i love it. I compete to my self to get better score every time and Every challenge... Unfortunately so disappointed for the guys that cheated on this app.. Whats the point to do 200K steps a day. You are not fooling anyone. Is not possible. Hoping to those guys their false. fake life good luck .and that Makes them happy. Thanks for the app,5
Samsung Health,"Hello friends, please find a solution for activating all your services in Iran, it is not acceptable at all for me and my compatriot users that a company does not fulfill its commitment. For example, the Samsung Monitor Health app is not active in my country, and Active 2 requires a hard path to update.",5
Samsung Health,"Although I use this App daily I think their so called global positions is such a farce - even after a few days there are participants that get thousands of steps that you cannot even humanely get if you ran 24 hours non stop so how the hell is this happening YET Samsung does absolutely nothing to stop this. Also, why, if you join a monthly challenge on let's say day 4, can they not take into account your steps already recorded? If the point is to motivate you to exercise, this is a big FAIL",3
Samsung Health,"I wish I knew there were damn adverts in the app before buying the watch. I got the watch and connected it all up and now I have to look at adverts... Samsung you can jog on mate. Just like me with this watch, it's not bad. Edit: They replied saying there aren't ads... I'm looking at the damn things lol. So I'm changing this from 2 to 1 star. It even has a warning on the top of this app from Google that it contains ads. When I go to the app settings and select find in Play Store, it's this",1
Samsung Health,"Transphobic tech. Gender=sex. Even if I have the app set on Male the menstruation tracker is still called ""women's health."" The app is not accurate, it's nearly impossible to update/edit entries. The UX/design is disappointing at best. The whole experience feels cheap. Which is obscene considering the cost of the galaxy watch. The fit bit app is so much better. I have the galaxy watch 3 which I love but I wish I knew how bad the samsung app is. I wouldve reconsidered my purchase.",1
Samsung Health,"This app is boring. It has everything you need but it is not visually appealing. Could use more visual stuff, graphs, imagery, etc. Also wish there was a way to ""merge"" auto-tracked activities. For example my walk yesterday tracked in 4 seperate bubbles and is hard to see how far/long I walked without breaking out a calculator.",3
Samsung Health,"LOVED this app even purchased a smart watch to use with it. At least that was until a few days ago when the weight and calorie management feature disappeared.. sucks cause this feature really gave me that extra little needed push, not sure why to even use the app now. :( highly disappointed",1
Samsung Health,"Overall the app is really great is it syncs well with all my devices only downside to this app unlike most of my favourite food tracking apps it does not support a barcode scanner feature and the food database is missing alot of things. This app could be amazing if the devs worked on the food tracki...",3
Samsung Health,Where is th ECG function. We paid premium price for this feature...... You need to activate it or refund people on watch that is getting outdated quickly. Apple is already on version 2. Don't sell a watch touting a feature you're supposed to have and never bring to market. Ready to start a class action lawsuit. ECG released and yes my watch is defective. Had to send in a 6 month old purchased for service. Don't buy anymore of their products until they get their stuff together.,1
Samsung Health,I like it so far but it would be nice to add a peak flow tracker for asthma and maybe a temperature as well. In reply to the response I didn't ask for SpO2 but for a l/min peak flow tracker so I don't need an other app. Your reply makes me question if they have the right people programming this app.,3
Samsung Health,Up until today when Galaxy Wearable did an update (may be unrelated) this app worked fine. Now it shows heart rate data in to the trends so it has recorded heart rate but does not display it on the recorded exercise which makes recording exercise a little redundant. Edit: Not making expensive international call to discuss as sugested. App did work by updating watch s/ware but now not working again. Useless and disappointing. Contact email doesn't accept emails outgoing only! 1 star only now.,1
Samsung Health,Not so great at coaching and there r some critical misses. I cannot add a min/km pace for the distance I want to run. It's either speed and / or distance which is difficult to set for the distance I want to run. For instance you cannot set a 7 minutes per kilometer pace for 5 km...😰😰😰😰,2
Samsung Health,"I use this app with my gear sport watch for running. Concerned about the reporting of heart rate zone. It, 98% of the time is in maximum zone. Never improves, I haven't just started running. Not sure if it is the app or watch 🤔",4
Samsung Health,"There are some useful tools, like blood oxygen level and pulse. Unfortunately, the exercise monitor is unreliable. Frequently it doesn't record exercise at all or stops half way through. No way to get an overall picture. Hopeful it will be fixed soo",2
Samsung Health,It was a pretty useful app until the latest update. I can barely see the number of my steps because the pont became so small. I've tried to find the way to make it large and noticible easily but only to fail because it was just the problem related to the basic setting of this app,2
Samsung Health,"How can I stop the ad on my Samsung Health? I frequently use the app to monitor my health stats and your ad is starting to be annoying. I'm a middle age man and all the ads showing are for women and how to monitor menstrual cycle (with all due respect). The f#@k, if you really want to push ads, atle",2
Samsung Health,"Today I returned to using Samsung Health with my new Active Watch, I was shocked to still not see a bar code reader in the food part of the app. Sadly the app lets the watch down more so in such a time where people have such busy lifes. Old Review Below I use my Gear phone and watch every day, however it would be good to see some form of a disability section, im under my target but this is due to having spinal problems and arthritis in hips and arm.",3
Samsung Health,"Keeps spinning the wheel after entering account details to login. Tried 5 times, doesn't get past this. Shockingly amateur!! . . Edit to respond to developer: No, that does NOT help. This issue has been around for months, still persists. The only way is to skip the initial login screen, get into the app and then login from within settings.",1
Samsung Health,"It had been working as it should lately, until about a week ago. As of October 1st, it's suddenly showing all my sleep to be restless once again. I don't know why that keeps happening, but maybe that should be an area you double check before releasing an update.",3
Samsung Health,The only thing I would change would be to ADD a upc scanning option to count calories. UPDATE I would also like for carbs to be counted correctly. For example to get NET CARBS you minus the dietary fiber and some sugars. For people on specific diets ( who isn't right?? ) This would be very helpful,3
Samsung Health,"great idea, but most things just don't work quite right. cool that there is a pulse-oxy sensor, but it is very inaccurate. nice that it tracks steps, except that it misses more steps than it counts, etc.",2
Samsung Health,The app is very useful. The only problem I have is that it does not show the elevation gain for biking. It only shows the starting and finishing elevation. I wish it would show the total elevation gain during the whole trip.,3
Samsung Health,It's a great app but I didn't give it 5 stars because it's only compatible with Samsung watches. Obviously they are trying to force you to buy their products. Otherwise I like the together feature and that you can include your friends and family. It's a good motivation.,4
Samsung Health,"The app is no doubt one of the best fitness tracking app. I have a suggestion, kindly add steps audio guide also apart from kms, mins and hours. I think for every 1000 steps the app can announce this. It would be helpful for all who target steps",4
Samsung Health,"I use the walking pedometer everyday. Today, my current phone was in the shop and I used my old phone (Galaxy S7) to measure my walk. Although it is no longer on a mobile network, it still connects to my wi-fi at home. Will those miles compile to my total walking history? And how can I see that history on my PC?",4
Samsung Health,Rated 2 star for this particular concern. Previous version had a quick reference gauge for calories intake versus calories burned... Can't understand why this feature would even be considered to be removed... Suggestion Bring it back as a dashboard option,2
Samsung Health,Since the last update steps aren't being measured correctly. Another pedometer app I have read the same as hers yet my Samsung Health one was wildly out. And AGAIN just as it starts to count steps properly its 'updated' and stops. I've followed Samsung's advice on resetting it etc and it's made no difference,1
Samsung Health,"I own a Samsung galaxy phone and 2 samsung watches. I use the active 2 to track my cycling. When i do, the voice out says i have completed 1 mile every single time even after i have done 6 miles. Why? On the other hand, the older watch will say i have completed 6 miles. Why the inconsistencies? Does the software need an update to reflect accumulated mileage?",4
Samsung Health,"The app was pretty well till a short time ago. Today the app registers the running period and the walking period during the workout, but if you want to check it later, it'll be all accumulated under the active time. I find that really frustrating.
",3
Samsung Health,"Please bring back trends in exercise. This was extremely useful in tracking by weeks or months with little to no effort. Recent update took away this option under exercises panel but still available under other selection (sleep, water, active time, etc.",5
Samsung Health,"Following most recent update the sensor on my Note 9 will no longer register in Health. The sensor works fine in all other respects, e.g. it will read my fingerprint to unlock the phone, but does nothing now in your app! Not very useful if I can't measure anything. Great freaking update Samsung!!!",1
Samsung Health,"1 star at the moment as it won't open on my new phone, wouldn't sync on my old phone before I changed and then deleted all my data on my watch when I tried to sync my watch to my new phone. Why doesn't it auto sync? And how can I get it to open on my new phone? I know it's not the password as that",1
Samsung Health,"Really nice app. Love love love. Fitness and food and sleep and water tracking and period tracking for mah ladies.... I do however wish there was a way to change the cal unit to kilojoule but its not such a problem, I've gotten used to it",5
Samsung Health,Older versions are better than this version. This version getting automatically paused and start. And step counting distance counting is going wrong. Please overcome this problem because this own Samsung app not third party app as I didn't expect from you,2
Samsung Health,"My only complaint is the monthly challenges. There is absolutley no way you have people walking/running over 215,000 steps per day. There should be a way to weed out the cheaters.its very demotivating!",4
Samsung Health,"As many other users, I can't sync this app wirh MyFitnessPal anymore! It used to track my steps and update on both platforms. Tried everything from uninstalling, website and support forums. Want the old version back. Don't fix if it ain't broke!",1
Samsung Health,"Hello , For Weight is there a way to look at your weight history since you started recording in one view like under armor my fitness pal application does. It looks pretty good and easy to see the full history of your weight. Thank you",4
Samsung Health,September 30 2020 the app update but did not bring back the weight management app or the caffeine app. UPDATE October 14 2020 I stayed with the app to see if it would bring back the weight management app but nothing I guess Samsung Health dont care about what we think. So I guess it time for me to switch to the iPhone YET ANOTHER UPDATE October 25 2020 and still no weight management app seriously come on Samsung put it back on that iPhone 12 shore dose look nice.,1
Samsung Health,The app causes lag while syncing with android phones orher than samsung. My galaxy watch 3 data is not synced regularly with my one plus 7 Keeps showing no device connected even when the device is connected. I have also experienced phone getting heated up while trying to sync my watch with my phone,1
Samsung Health,Since upgrading phone have lost heart rate and stress test .....I now have the a51 phone with android 10 ....on my previous phone a s6 the heart tester and stress tester worked ..... .have checked forums luck ....is there a difference on the cameras....I do miss it ..as was keeping a record due the .,3
Samsung Health,"In general good expirience app gives motivation, works without big bugs, map somehow does not show after running or similar training, maybe it does not have that option anymore or I had some problem wih my gps...... After latest update works very good no problems like before!",5
Samsung Health,"What's happening to the app, never had any issues before..it appears that I'm not the only one having problems? Let know if you can't do a fix so I can delete it. Never mind it's back working correctly. Thanks!!",5
Samsung Health,"There has been an update on 21st October and still the most useful part of the app, the weight management feature, is missing Enough useless platitudes from you Samsung, listen to what people want and do something about it Who in their right minds would remove the most useful aspect ! The weight man..",1
Samsung Health,"I used to love this app. I stopped using it for a while because I fell off my diet and my routine, I went to use it and they've taken my favorite feature (weight management) off. Now I'm gonna have to find another solution that'll work better. Bring this feature back for a better review.",1
Samsung Health,I enjoy using this app. I compare steps to two other devices and it proves to be comparatively. I really enjoy the discover features as well. I track my calorie intake by entering food and I'm slowly seeing the pounds come off. My doctor says she's proud of me as am I,5
Samsung Health,"Used to love it and used it everyday for a long time. But with all the deleted things from the app and the no mens health section, I have started to use my fitness pal. It's s shame. I loved the samsung product.",1
Samsung Health,"As a runner it would be useful to have some way of logging the distance your running shoes has done. I believe there are some running apps that allow this. But I don't want extra apps. Other than that, I love this app",4
Samsung Health,When the last release removed the weight management feature I had high hopes it would be re-added in the latest update based on the negative feedback of its removal. I just downloaded the recent update and the weight management function still isn't there. That feature is the main reason I use the Samsung watch. I think I will look into other products now that this one no longer serves my needs.,1
Samsung Health,"Heeelp, wont sync to virgin pulse. Ive checked all permissions, updated to the latest version. Disconnected reconnected but nope. Im going to have to go back to google fit and that doesnt work on my samsung watch. This means i will have to excercise with my phone. Very frustrating.",3
Samsung Health,Im using Samsung Galaxy fit 2. The app and the band records my sleep well. But why doesnt it record my afternoon nap or sleep. And when i try to add manually in the app it either allows me to have only one duration you cant add the second sleep duration or nap. Is there any way?,1
Samsung Health,"they removed the weight management and caffeine intake and it was just really sad to see it go away... i havent used it as much after, only to track my cycle and steps. But i really loved the app when it was complete wish they bring it back.
",4
Samsung Health,This app worked great until the most recent update. Now it longer connects to my fitness app and when you try to reconnect the entire Samsung Health app crashes. Very frustrating & if not resolved soon I will have to look for a similar app to replace this one to continue tracking my progress,3
Samsung Health,"I am a little disappointed about this new version, before it was nice you could easily see how much calories you have burn or you have eat to much. The new style when you have to choose an activity also its like really complicated",3
Samsung Health,"Generally it's ok BUT, It would be very helpful to fully integrate it with another android tracking device's or smartwatch Also would be very helpful if I could calibrated or manually adjust length of my steps as under the number of steps distances is very different from one measured by gps when start workouts!!!",2
Samsung Health,"My daily fitness tracker. Have it linked to my Garmin ANT+ chest strap heart rate monitor. Track my morning workout (push-ups, leg raises, extensions). Love it for tracking my runs. Would like to see a ""stretching"" activity. Great food tracker! PLEASE add magnesium (very important) to nutrient list...",5
Samsung Health,For most items I can manually input the info. Pulse is only from my Gear S3.and that is the only health metric it sends to my phone Blood Oxygen is not available anywhere. Stress is just a STATIC display last updated OCT 27. My new Note 20 Ultra is not able to give my the health information I need.in this era of Covid-19 O2 is a key warning element. My Omron BP786 will not connect to this APP I have to manually input the data,2
Samsung Health,"Good app, but I have a serious issue with adding food. My system language is English, but I live in Russia and some of the product name I could use only in Russian. My workaround was to switch system language to Russian, add my common foods to favorites, and than switch system language back to English.",4
Samsung Health,"I *was* very happy with this app, especially after purchasing a Samsung Active 2 to pair with it. Now, I'm BEYOND upset that the steps no longer sync to My FitnessPal AND, as of this morning, the detailed sleep analysis is GONE. What is going over there, Samsung? Please get it together. I didn't purchase an Active 2 to serve as a glorified bracelet",1
Samsung Health,I like using this app but I swear every update makes it harder to delete sleep records. My Galaxy Fit gets my evening routine confused with sleep a lot so I go back at some point and clean up the records but the delete option is pushed into more menus every time. Only downside I've noticed from casual use so keep up the good work,4
Samsung Health,"Since I started using this app on 5G on Samsung Galaxy A11, it's completely weird! 4G shows different work out steps and kilometers and 5G shows less steps and kilometers. If I use Samsung Health indoors, it's shows this difference, however, outdoors, the readings are same. I feel, it's satellite problem that it doesn't catch the movement. For example, if I run indoors, there's difference of almost 2km compared to 4G Samsung Health app",2
Samsung Health,"I reviewed this app about 2 year ago and gave it 3 stars. I stopped using it for a while even. I resumed using it about 6 months ago and am very pleased with the updates. I am enjoying the added features as well as the improved accuracy with keeping up with my activity.",4
Samsung Health,"Still no new sign of progress to bring back the weight management section. I've reduced my rating further. Why would I use the app now? Also the activities have not been added as I requested earlier. One good thing, however, is that there's now a blood oxygen test separate from the stress monitor and the option to record if you're ill or at high altitude. An extremely useful device: a life saver under current circumstances",1
Samsung Health,"Pointless, worthless ads cluttering the screen ... The app does contain ads. The description in Google Play says it contains ads. I can supply screen shots if there is an email address or similar for this. A US phone number is not much use. Nor is a ""noreply"" email Still getting ads (Sept 30) e. g. Get a 75 voucher when you join Bulb today. Screen shot available. Received the same worthless automated response as before. Quite clearly the app does show ads. Google play agrees with me",1
Samsung Health,"2 1/2 stars UI is difficult to navigate - I always end up rummaging around to find the setting I need. The step counter counts ~15-20% more steps than I make. There's no weight management. Food items are plentiful, and yet, when I 'm adding to my meals, it's difficult to find what I need. Related to that, there's no barcode scanner for food stuffs",3
Samsung Health,"The app really does all I need.....when it's working. Since a recent update it no longer reports steps to Myfitnesspal. They blame Samsung, Samsung say its Myfitnesspal. Samsung Health tell me to update to revision that is out of date by two updates. Love the Samsung watch but your lack of support is driving me away from Samsung",3
Samsung Health,"This app worked great until the last update! I can now no longer see any sleep details, it just suggests times to record manually, but no detail like it used to have. And when I start a workout it doesn't stay on the track! Just does like 3 second and then stops!!!! And no need to tell me to call that number you're giving everyone, just please fix it or go back to how it was 🙏 This is taking away a lot of the reason why I bought my Galaxy Active 2 watch. Those that the main reasons I got it",2
Samsung Health,"Fitbit app is far more informative and less clunky. The only thing that swayed me towards Samsung is that the Active 2 watch is better looking than the Fitbits (and the Watch 3 even). But now Samsung has locked me out of the ECG feature because I don't have a Samsung phone--a limitation that was previously NEVER mentioned in their advertising!!! Lastly, the ads at the top of the Health app screen are annoying AF.",1
Samsung Health,"I had your app since I had a Samsung phone, your app was good back then. Since the removal of certain features it has gone down hill. Now you have changed the size of the widget for step counts, it it small. If you can't fix the problem to your application than I need to fine a better one. Please bring back your old version with stress, heart beat, oxyg",1
Samsung Health,"New widget: Numerals are so tiny as to be unreadable by middle-aged eyes or those needing reading glasses. Text should be switchable to black OR white to better mesh with a variety of backgrounds and should offer a variety of size options as well as the ability to resize the widget. Also the ability to disable any secondary data displayed (heart rate monitor on mine). The app itself is reasonably functional, but the widget has just become a completely useless piece of excrement. Fix it!",1
Samsung Health,"I just upgraded from a Samsung S2 Classic to an S3. The Samsung Health version on the S2 had a display of Heart Rate & Distance over time which I used all the time. I do a lot of interval training so I want to track my HR zones over time. The S3 has a new display, but I don't see the same functional",4
Samsung Health,"Recently, I started noticing that my steps are not counted as it used to be earlier - 90% of the steps are ignored and Nike+ gps is also not getting locked during runs. So I did a factory reset and still observing the issue with under counting of steps. I am using S8. Help would be appreciated!",4
Samsung Health,I totally agree with other reviews - Weight Management was the most useful feature (I lost 20kg through it in 2018) and I don't know why it was taken away. I recently bought the Samsung watch to help streamline where my data is stored and so the watch integrated with the tech I already used - I don't want to use many different apps like myfitnesspal/Gear. I need health tracking to be a small and easy part of my day and the previous version with Weight Management was perfect.,1
Samsung Health,"Barcode scanner needed! Love the app. It did lose some weight management I liked (don't know why), but everything is okay. Needs a barcode scanner for the calorie tracker. This is standard on all others. Oh, and the ads at the top are annoying.",4
Samsung Health,"I don't want target steps and heart rate on my widget. At least give the option to just have steps counted. Why not add a second option rather than removing the existing? Samsung is about full control and personalization... well it was, once. No point sending a developer number. I'm outside US",1
Samsung Health,he app is telling me to eat 1000 calories less a day when I need it to be 500 but there is no longer any setting to change how many lb you wish to lose a week its just default to 1k even when I set calorie goal to 1875 it auto reverts back to 1375 the next day 100% useless now and its screwing up my galaxy watch active because of it. Why the hell would they remove the feature to let us set our calorie deficit??????,1
Samsung Health,"For the last two months I haven't been able to sync Samsung health with the Myfitnesspal app. Up till then, I love the app and used it daily. It was very discouraging try to figure out what went wrong and now the app is useless for my health journey.",1
Samsung Health,"t was great and I absolutely loved this app before recent updates. I lost 35lbs from April-August from primarily using the weight management portion of the app and working out daily. I havent lost any weight since they removed this feature and I'm still working out daily. Losing the weight manageme...",2
Samsung Health,"I have been using this app for several years. Within the past few months an update changed the available data which was disappointing. It still tracks most things but I liked seeing more data regarding calories. But on the bright side, the tracking of sleep is automated and very accurate. Overall great app. I would give it 5 stars if it still had the old data that was removed.",3
Samsung Health,"-0 Since I wrote this review there has not been any change. I miss the old one that had everything useful to EVERYONE. I thought it was a 5 star for years. This new one is horrid! Does not have other options. I cannot set weight loss and calories set to lose; also, I cannot know if I am under, over or GOOD. Also the colours are not good for me because I cannot see the shades. I liked the drastic colour bars before. Please bring the old one again. This is no used to me.",1
Samsung Health,"For last 4 days daily step count has not been stored into ""trends"" at the end of day. Phone is Samsung A50. Have tried everything. Clear cache, reinstall app, etc,etc. Update: You have sent response which is obviously automatic standard response as I have tried everything you suggest. I told you this in my original enquiry above. Also trying to ring a US number and no response is useless from Australia. Just fix the app.",2
Samsung Health,"Since update pedometer often fails to register step count. After walking to work yesterday for exampe. When looking at the count it was 0 on the widget. When trying to go into app, white screen unresponsive phone for 5 minutes until android asks if I want to terminate app. Never had an issue before .",1
Samsung Health,I love the app and use it daily. Not sure why but my step history for last three days is gone from trends. I still see daily activity trends for my active minutes but nothing for steps. It is obviously impacting my weekly and monthly averages as well. Not sure how to fix. Thanks,5
Samsung Health,"Why can't I see monthly calendar view of my daily activity hearts, to see how many days I completed the hearts? (Like on Iphone, where you can see how many days out of the month you completed your rings?) I can see the calendar view of exercise sessions with the green bubbles, but not one of the hea...
",4
Samsung Health,"My review will change after the calories dial comes back!!! In the last update it was taken out but that thing was EXTREMELY helpful with meal spacing and it's gone! Bring it back! For people that are looking at this for a review it's an amazing app all I want is the weight management bit of it back, it was extremely useful and now it's just... Gone",1
